sym,sessions,zone_tol_atr,sl_buf_atr,tp_mode,min_rr,body_filter,full_n,full_wr,full_pf,full_net_pips,full_max_dd_pips,full_avg_rr,full_sharpe,full_n_tp,full_n_sl,full_n_to,IS_n,IS_wr,IS_pf,IS_net_pips,IS_max_dd_pips,IS_avg_rr,IS_sharpe,IS_n_tp,IS_n_sl,IS_n_to,OOS_n,OOS_wr,OOS_pf,OOS_net_pips,OOS_max_dd_pips,OOS_avg_rr,OOS_sharpe,OOS_n_tp,OOS_n_sl,OOS_n_to
USDJPY,[13],0.1,0.15,rh_rl,0.8,False,695,0.4245,0.8893,-913.4552,1265.7409,2.9081,-0.6745,70,256,369,392,0.4235,0.8461,-561.9399,899.5958,2.8892,-1.01,32,145,215,303,0.4257,0.9236,-351.5154,726.2214,2.9326,-0.469,38,111,154
USDJPY,[13],0.1,0.15,rh_rl,1.2,True,528,0.4148,0.8864,-727.715,1135.5392,3.1556,-0.6892,36,196,296,300,0.4367,0.8859,-322.3533,636.9099,3.1407,-0.7342,17,109,174,228,0.386,0.8867,-405.3617,601.0645,3.1752,-0.6993,19,87,122
USDJPY,[13],0.1,0.15,rh_rl,1.2,False,612,0.4232,0.8927,-775.9255,1196.078,3.164,-0.6506,44,231,337,350,0.4343,0.8729,-411.4911,817.0139,3.1132,-0.8193,20,131,199,262,0.4084,0.9088,-364.4344,553.6221,3.2319,-0.5615,24,100,138
USDJPY,[13],0.1,0.15,rh_rl,1.5,True,486,0.4136,0.8941,-632.7667,1084.0755,3.3114,-0.6368,28,183,275,270,0.4333,0.8927,-279.7445,585.4462,3.3393,-0.6879,13,100,157,216,0.3889,0.8953,-353.0222,672.4645,3.2764,-0.6366,15,83,118
USDJPY,[13],0.1,0.15,rh_rl,1.5,False,556,0.4155,0.8769,-828.6833,1219.6589,3.3474,-0.751,30,215,311,313,0.4249,0.8747,-374.9132,751.2591,3.3231,-0.808,15,120,178,243,0.4033,0.8786,-453.7701,671.7803,3.3788,-0.75,15,95,133
USDJPY,[13],0.1,0.15,mid,0.8,True,394,0.4391,0.8518,-700.9247,976.1756,1.7008,-1.0091,74,147,173,218,0.4633,0.8912,-217.0194,493.3704,1.722,-0.7449,42,80,96,176,0.4091,0.823,-483.9052,566.3963,1.6746,-1.2605,32,67,77
USDJPY,[13],0.1,0.15,mid,0.8,False,460,0.4413,0.8341,-906.1941,1211.2653,1.6991,-1.1437,84,177,199,255,0.4471,0.8379,-379.9893,686.1605,1.7005,-1.1466,46,97,112,205,0.4341,0.8312,-526.2048,683.9356,1.6974,-1.2007,38,80,87
USDJPY,[13],0.1,0.15,mid,1.2,True,269,0.4535,0.9957,-13.222,688.9671,2.0375,-0.0263,39,98,132,152,0.4605,0.9028,-139.1632,500.7416,2.0394,-0.6575,20,58,74,117,0.4444,1.0755,125.9411,276.8766,2.035,0.4584,19,40,58
USDJPY,[13],0.1,0.15,mid,1.2,False,313,0.4569,0.9607,-140.0899,723.0644,2.0345,-0.2469,42,120,151,177,0.452,0.8511,-245.0601,612.3704,2.0101,-1.0331,21,70,86,136,0.4632,1.0546,104.9703,293.7327,2.0661,0.337,21,50,65
USDJPY,[13],0.1,0.15,mid,1.5,True,187,0.4706,1.0986,201.3544,555.3672,2.3376,0.5658,19,69,99,108,0.4444,0.7566,-272.1577,503.4672,2.3198,-1.8,7,47,54,79,0.5063,1.5129,473.5121,249.8808,2.3618,2.4933,12,22,45
USDJPY,[13],0.1,0.15,mid,1.5,False,221,0.4932,1.1526,347.801,493.0004,2.3206,0.8544,24,81,116,128,0.4609,0.8296,-209.2426,493.0004,2.2666,-1.1975,10,53,65,93,0.5376,1.5295,557.0435,201.0308,2.395,2.5766,14,28,51
USDJPY,[13],0.1,0.15,half,0.8,True,694,0.4164,0.8337,-1403.886,1548.9198,2.0,-1.0995,72,245,377,394,0.4213,0.826,-643.3177,760.5205,2.0,-1.1716,37,135,222,300,0.41,0.8397,-760.5683,928.7756,2.0,-1.1022,35,110,155
USDJPY,[13],0.1,0.15,half,0.8,False,792,0.4217,0.8554,-1362.1306,1622.141,2.0,-0.9382,88,287,417,455,0.4198,0.8232,-742.5152,976.2946,2.0,-1.1932,44,163,248,337,0.4243,0.8814,-619.6154,938.8032,2.0,-0.7924,44,124,169
USDJPY,[13],0.1,0.15,half,1.2,True,694,0.4164,0.8337,-1403.886,1548.9198,2.0,-1.0995,72,245,377,394,0.4213,0.826,-643.3177,760.5205,2.0,-1.1716,37,135,222,300,0.41,0.8397,-760.5683,928.7756,2.0,-1.1022,35,110,155
USDJPY,[13],0.1,0.15,half,1.2,False,792,0.4217,0.8554,-1362.1306,1622.141,2.0,-0.9382,88,287,417,455,0.4198,0.8232,-742.5152,976.2946,2.0,-1.1932,44,163,248,337,0.4243,0.8814,-619.6154,938.8032,2.0,-0.7924,44,124,169
USDJPY,[13],0.1,0.15,half,1.5,True,694,0.4164,0.8337,-1403.886,1548.9198,2.0,-1.0995,72,245,377,394,0.4213,0.826,-643.3177,760.5205,2.0,-1.1716,37,135,222,300,0.41,0.8397,-760.5683,928.7756,2.0,-1.1022,35,110,155
USDJPY,[13],0.1,0.15,half,1.5,False,792,0.4217,0.8554,-1362.1306,1622.141,2.0,-0.9382,88,287,417,455,0.4198,0.8232,-742.5152,976.2946,2.0,-1.1932,44,163,248,337,0.4243,0.8814,-619.6154,938.8032,2.0,-0.7924,44,124,169
USDJPY,[13],0.15,0.05,rh_rl,0.8,True,841,0.3793,0.9277,-609.2528,1151.8586,4.521,-0.4247,87,449,305,489,0.3722,0.8532,-582.7267,985.0142,4.4421,-0.9456,44,257,188,352,0.3892,0.994,-26.5262,480.911,4.6307,-0.0346,43,192,117
USDJPY,[13],0.15,0.05,rh_rl,0.8,False,969,0.3767,0.9199,-757.7507,1316.1954,4.6474,-0.4708,101,518,350,566,0.3675,0.8241,-793.6984,1167.34,4.4495,-1.1488,51,300,215,403,0.3896,1.0073,35.9478,593.7581,4.9254,0.0419,50,218,135
USDJPY,[13],0.15,0.05,rh_rl,1.2,True,790,0.3747,0.9395,-480.923,1071.7646,4.7479,-0.3513,67,425,298,456,0.375,0.8936,-389.6993,853.0212,4.6921,-0.6663,34,239,183,334,0.3743,0.9787,-91.2237,480.911,4.8241,-0.1238,33,186,115
USDJPY,[13],0.15,0.05,rh_rl,1.2,False,915,0.3705,0.9274,-652.1585,1258.8391,4.8628,-0.423,79,494,342,532,0.3684,0.8543,-613.0087,1033.3904,4.671,-0.9301,40,282,210,383,0.3734,0.9918,-39.1498,593.7581,5.1293,-0.0474,39,212,132
USDJPY,[13],0.15,0.05,rh_rl,1.5,True,744,0.3669,0.9228,-578.4238,1238.1028,4.957,-0.4537,52,405,287,432,0.3657,0.8729,-447.9828,888.7996,4.8766,-0.807,25,230,177,312,0.3686,0.9671,-130.441,496.9502,5.0684,-0.1923,27,175,110
USDJPY,[13],0.15,0.05,rh_rl,1.5,False,866,0.3637,0.9153,-722.6121,1322.6044,5.0607,-0.4987,63,474,329,504,0.3611,0.8412,-642.374,1070.4396,4.8544,-1.0241,30,272,202,362,0.3674,0.9821,-80.2381,489.5302,5.3479,-0.1039,33,202,127
USDJPY,[13],0.15,0.05,mid,0.8,True,645,0.4,0.8706,-813.7029,1198.3203,2.4514,-0.8668,145,344,156,367,0.3978,0.8444,-452.0839,850.5262,2.4356,-1.0872,77,193,97,278,0.4029,0.8931,-361.619,573.3249,2.4722,-0.724,68,151,59
USDJPY,[13],0.15,0.05,mid,0.8,False,754,0.3952,0.8572,-1034.2091,1398.5753,2.4943,-0.9663,166,404,184,430,0.393,0.817,-617.2978,1012.6889,2.4149,-1.2989,91,228,111,324,0.3981,0.8922,-416.9114,699.5521,2.5997,-0.7338,75,176,73
USDJPY,[13],0.15,0.05,mid,1.2,True,532,0.391,0.9201,-414.7883,884.7943,2.7603,-0.5194,103,293,136,300,0.38,0.831,-414.241,769.0244,2.7587,-1.1891,52,166,82,232,0.4052,0.9998,-0.5473,418.5943,2.7623,-0.0013,51,127,54
USDJPY,[13],0.15,0.05,mid,1.2,False,628,0.3838,0.8911,-662.0979,1025.0097,2.794,-0.721,115,350,163,352,0.3722,0.8021,-561.9234,932.2086,2.7297,-1.4152,59,197,96,276,0.3986,0.9691,-100.1745,500.1221,2.8761,-0.2014,56,153,67
USDJPY,[13],0.15,0.05,mid,1.5,True,430,0.3581,0.8983,-438.3757,876.6263,3.0979,-0.6562,62,251,117,247,0.3522,0.8063,-398.5801,724.4515,3.0644,-1.3656,32,144,71,183,0.3661,0.9823,-39.7957,379.008,3.143,-0.1116,30,107,46
USDJPY,[13],0.15,0.05,mid,1.5,False,517,0.3559,0.8664,-683.6427,1044.2683,3.1067,-0.8802,71,304,142,295,0.3458,0.7711,-554.5515,893.0247,2.9983,-1.649,37,173,85,222,0.3694,0.9521,-129.0912,428.3698,3.2507,-0.3092,34,131,57
USDJPY,[13],0.15,0.05,half,0.8,True,897,0.3835,0.8141,-1676.6705,1952.887,2.0,-1.2998,190,465,242,525,0.3829,0.8,-840.9938,1117.2103,2.0,-1.4241,105,263,157,372,0.3844,0.8264,-835.6767,951.9591,2.0,-1.2545,85,202,85
USDJPY,[13],0.15,0.05,half,0.8,False,1026,0.384,0.8168,-1836.1971,2079.2681,2.0,-1.285,218,534,274,604,0.3791,0.7819,-1035.8471,1278.9181,2.0,-1.5768,121,307,176,422,0.391,0.8482,-800.35,1008.8965,2.0,-1.0899,97,227,98
USDJPY,[13],0.15,0.05,half,1.2,True,897,0.3835,0.8141,-1676.6705,1952.887,2.0,-1.2998,190,465,242,525,0.3829,0.8,-840.9938,1117.2103,2.0,-1.4241,105,263,157,372,0.3844,0.8264,-835.6767,951.9591,2.0,-1.2545,85,202,85
USDJPY,[13],0.15,0.05,half,1.2,False,1026,0.384,0.8168,-1836.1971,2079.2681,2.0,-1.285,218,534,274,604,0.3791,0.7819,-1035.8471,1278.9181,2.0,-1.5768,121,307,176,422,0.391,0.8482,-800.35,1008.8965,2.0,-1.0899,97,227,98
USDJPY,[13],0.15,0.05,half,1.5,True,897,0.3835,0.8141,-1676.6705,1952.887,2.0,-1.2998,190,465,242,525,0.3829,0.8,-840.9938,1117.2103,2.0,-1.4241,105,263,157,372,0.3844,0.8264,-835.6767,951.9591,2.0,-1.2545,85,202,85
USDJPY,[13],0.15,0.05,half,1.5,False,1026,0.384,0.8168,-1836.1971,2079.2681,2.0,-1.285,218,534,274,604,0.3791,0.7819,-1035.8471,1278.9181,2.0,-1.5768,121,307,176,422,0.391,0.8482,-800.35,1008.8965,2.0,-1.0899,97,227,98
USDJPY,[13],0.15,0.1,rh_rl,0.8,True,816,0.4093,0.9079,-830.9439,1186.7238,3.4951,-0.558,84,364,368,469,0.4094,0.8754,-515.9644,854.298,3.5017,-0.8038,43,208,218,347,0.4092,0.9355,-314.9795,605.5728,3.4861,-0.3938,41,156,150
USDJPY,[13],0.15,0.1,rh_rl,0.8,False,942,0.4076,0.8904,-1123.4296,1472.984,3.5695,-0.6702,98,426,418,546,0.4066,0.8369,-775.6847,1079.6481,3.4865,-1.0724,50,246,250,396,0.4091,0.9367,-347.7449,744.366,3.6839,-0.3881,48,180,168
USDJPY,[13],0.15,0.1,rh_rl,1.2,True,752,0.3976,0.9012,-824.3195,1368.9064,3.7075,-0.6014,60,340,352,438,0.3973,0.8706,-510.4844,872.318,3.6792,-0.8361,30,199,209,314,0.3981,0.9286,-313.8351,628.1941,3.747,-0.4359,30,141,143
USDJPY,[13],0.15,0.1,rh_rl,1.2,False,876,0.3984,0.8906,-1049.0108,1539.7781,3.7639,-0.6714,74,402,400,510,0.3961,0.8352,-748.3684,1089.7995,3.6627,-1.0857,35,236,239,366,0.4016,0.9404,-300.6424,668.6102,3.9048,-0.3646,39,166,161
USDJPY,[13],0.15,0.1,rh_rl,1.5,True,686,0.3936,0.8862,-877.4746,1285.4646,3.9348,-0.6922,39,318,329,400,0.405,0.8803,-432.1028,809.8192,3.9008,-0.7678,21,185,194,286,0.3776,0.8914,-445.3718,602.4122,3.9824,-0.6679,18,133,135
USDJPY,[13],0.15,0.1,rh_rl,1.5,False,803,0.3948,0.8761,-1101.682,1539.8094,3.9839,-0.7597,50,376,377,469,0.403,0.845,-648.7498,1001.2637,3.8655,-1.0141,26,220,223,334,0.3832,0.9037,-452.9321,651.9917,4.1501,-0.5925,24,156,154
USDJPY,[13],0.15,0.1,mid,0.8,True,590,0.4186,0.823,-1165.2575,1473.3468,1.9444,-1.2361,124,276,190,334,0.4222,0.8146,-553.5087,864.3755,1.9596,-1.3347,66,157,111,256,0.4141,0.83,-611.7488,713.9404,1.9246,-1.2128,58,119,79
USDJPY,[13],0.15,0.1,mid,0.8,False,691,0.4124,0.7912,-1612.7011,1953.8685,1.9674,-1.493,139,331,221,390,0.4128,0.7701,-810.6064,1155.8768,1.9447,-1.706,75,189,126,301,0.412,0.809,-802.0946,870.504,1.9969,-1.3864,64,142,95
USDJPY,[13],0.15,0.1,mid,1.2,True,414,0.4106,0.9321,-305.7289,892.3649,2.3458,-0.4395,67,196,151,243,0.3992,0.8239,-392.4077,691.6406,2.323,-1.2575,36,120,87,171,0.4269,1.0381,86.6788,322.3629,2.3783,0.2389,31,76,64
USDJPY,[13],0.15,0.1,mid,1.2,False,498,0.4076,0.8932,-572.3357,1132.9929,2.343,-0.7082,77,242,179,292,0.3904,0.772,-608.7983,929.0811,2.2675,-1.6815,41,148,103,206,0.432,1.0135,36.4626,358.2774,2.4501,0.0865,36,94,76
USDJPY,[13],0.15,0.1,mid,1.5,True,332,0.4337,1.0587,200.9744,655.5865,2.5915,0.3528,48,154,130,195,0.4256,0.9257,-130.1864,550.2514,2.5613,-0.4997,26,96,73,137,0.4453,1.1982,331.1608,288.4379,2.6345,1.1273,22,58,57
USDJPY,[13],0.15,0.1,mid,1.5,False,392,0.4286,1.0049,19.7845,823.9662,2.6129,0.0303,52,188,152,228,0.4167,0.8742,-256.7084,704.8769,2.5289,-0.8679,28,116,84,164,0.4451,1.1384,276.4929,318.9566,2.7298,0.8129,24,72,68
USDJPY,[13],0.15,0.1,half,0.8,True,897,0.4025,0.7956,-2052.9025,2289.9556,2.0,-1.4232,131,394,372,525,0.4038,0.7879,-983.2054,1213.8638,2.0,-1.5066,70,226,229,372,0.4005,0.8023,-1069.697,1198.9377,2.0,-1.427,61,168,143
USDJPY,[13],0.15,0.1,half,0.8,False,1026,0.3996,0.7967,-2292.958,2485.2203,2.0,-1.4117,150,459,417,604,0.3957,0.7603,-1270.1954,1458.9512,2.0,-1.7355,81,267,256,422,0.4052,0.8289,-1022.7626,1164.161,2.0,-1.2121,69,192,161
USDJPY,[13],0.15,0.1,half,1.2,True,897,0.4025,0.7956,-2052.9025,2289.9556,2.0,-1.4232,131,394,372,525,0.4038,0.7879,-983.2054,1213.8638,2.0,-1.5066,70,226,229,372,0.4005,0.8023,-1069.697,1198.9377,2.0,-1.427,61,168,143
USDJPY,[13],0.15,0.1,half,1.2,False,1026,0.3996,0.7967,-2292.958,2485.2203,2.0,-1.4117,150,459,417,604,0.3957,0.7603,-1270.1954,1458.9512,2.0,-1.7355,81,267,256,422,0.4052,0.8289,-1022.7626,1164.161,2.0,-1.2121,69,192,161
USDJPY,[13],0.15,0.1,half,1.5,True,897,0.4025,0.7956,-2052.9025,2289.9556,2.0,-1.4232,131,394,372,525,0.4038,0.7879,-983.2054,1213.8638,2.0,-1.5066,70,226,229,372,0.4005,0.8023,-1069.697,1198.9377,2.0,-1.427,61,168,143
USDJPY,[13],0.15,0.1,half,1.5,False,1026,0.3996,0.7967,-2292.958,2485.2203,2.0,-1.4117,150,459,417,604,0.3957,0.7603,-1270.1954,1458.9512,2.0,-1.7355,81,267,256,422,0.4052,0.8289,-1022.7626,1164.161,2.0,-1.2121,69,192,161
USDJPY,[13],0.15,0.15,rh_rl,0.8,True,790,0.4316,0.9295,-643.289,1208.1608,2.8972,-0.4254,77,286,427,456,0.4298,0.9006,-420.218,811.4116,2.9084,-0.6358,37,166,253,334,0.4341,0.9545,-223.071,575.7397,2.8818,-0.277,40,120,174
USDJPY,[13],0.15,0.15,rh_rl,0.8,False,911,0.4292,0.9041,-997.4698,1515.8326,2.9523,-0.5858,86,340,485,529,0.4234,0.8589,-677.7988,1077.8865,2.8993,-0.9189,40,196,293,382,0.4372,0.9429,-319.671,614.5293,3.0257,-0.3521,46,144,192
USDJPY,[13],0.15,0.15,rh_rl,1.2,True,697,0.4261,0.9123,-714.7244,1237.9788,3.1477,-0.5334,46,260,391,407,0.4398,0.931,-260.1038,755.5803,3.1359,-0.4339,23,150,234,290,0.4069,0.8961,-454.6206,675.086,3.1643,-0.6481,23,110,157
USDJPY,[13],0.15,0.15,rh_rl,1.2,False,814,0.4287,0.8955,-981.2161,1549.6239,3.1816,-0.6412,56,311,447,476,0.437,0.8927,-462.562,959.4445,3.1082,-0.6863,27,178,271,338,0.4172,0.8979,-518.6542,733.898,3.285,-0.6427,29,133,176
USDJPY,[13],0.15,0.15,rh_rl,1.5,True,635,0.4252,0.9255,-559.6721,1102.8999,3.3228,-0.4481,36,240,359,367,0.4414,0.9682,-108.9266,632.3614,3.3306,-0.1961,19,136,212,268,0.403,0.8895,-450.7455,666.686,3.3122,-0.6841,17,104,147
USDJPY,[13],0.15,0.15,rh_rl,1.5,False,738,0.4228,0.8901,-951.3172,1453.8596,3.3707,-0.6739,40,288,410,430,0.4326,0.9169,-328.5591,823.6973,3.2978,-0.5254,22,163,245,308,0.4091,0.8675,-622.758,794.7345,3.4726,-0.8377,18,125,165
USDJPY,[13],0.15,0.15,mid,0.8,True,517,0.4468,0.8962,-619.0282,1152.265,1.6852,-0.6941,104,190,223,294,0.4626,0.9718,-73.9276,616.7859,1.7041,-0.1842,61,106,127,223,0.426,0.8368,-545.1007,643.49,1.6602,-1.1593,43,84,96
USDJPY,[13],0.15,0.15,mid,0.8,False,609,0.4401,0.8428,-1113.7077,1615.7774,1.6962,-1.0873,116,235,258,345,0.4435,0.8889,-346.3812,856.3536,1.6851,-0.7616,67,130,148,264,0.4356,0.8066,-767.3265,876.1576,1.7108,-1.4086,49,105,110
USDJPY,[13],0.15,0.15,mid,1.2,True,343,0.4606,1.054,203.7454,734.9326,2.0457,0.3266,54,125,164,201,0.4726,1.0574,102.646,539.6565,2.0369,0.3583,31,74,96,142,0.4437,1.0509,101.0994,337.472,2.0581,0.314,23,51,68
USDJPY,[13],0.15,0.15,mid,1.2,False,405,0.4543,0.9769,-103.9899,897.5669,2.057,-0.1455,57,158,190,234,0.453,0.9518,-101.7759,699.1142,2.0145,-0.3168,32,92,110,171,0.4561,0.9991,-2.214,352.4884,2.1151,-0.0059,25,66,80
USDJPY,[13],0.15,0.15,mid,1.5,True,246,0.4837,1.1492,388.5438,542.9801,2.3203,0.8484,30,90,126,145,0.4759,1.0111,15.18,463.9794,2.3003,0.0711,16,57,72,101,0.495,1.3012,373.3637,294.5814,2.3489,1.6,14,33,54
USDJPY,[13],0.15,0.15,mid,1.5,False,296,0.4831,1.1189,366.3447,623.877,2.3198,0.686,35,112,149,172,0.4651,0.9763,-37.393,578.5533,2.2553,-0.1534,18,68,86,124,0.5081,1.268,403.7378,259.5953,2.4091,1.458,17,44,63
USDJPY,[13],0.15,0.15,half,0.8,True,897,0.4236,0.8271,-1826.939,2146.7975,2.0,-1.1544,95,321,481,525,0.4286,0.8677,-635.7564,942.6675,2.0,-0.8741,58,183,284,372,0.4167,0.7932,-1191.1826,1316.3335,2.0,-1.4618,37,138,197
USDJPY,[13],0.15,0.15,half,0.8,False,1026,0.423,0.8366,-1941.7439,2203.7578,2.0,-1.0811,114,377,535,604,0.4222,0.8503,-812.3947,1074.2014,2.0,-0.9983,66,215,323,422,0.4242,0.8251,-1129.3493,1255.0451,2.0,-1.2143,48,162,212
USDJPY,[13],0.15,0.15,half,1.2,True,897,0.4236,0.8271,-1826.939,2146.7975,2.0,-1.1544,95,321,481,525,0.4286,0.8677,-635.7564,942.6675,2.0,-0.8741,58,183,284,372,0.4167,0.7932,-1191.1826,1316.3335,2.0,-1.4618,37,138,197
USDJPY,[13],0.15,0.15,half,1.2,False,1026,0.423,0.8366,-1941.7439,2203.7578,2.0,-1.0811,114,377,535,604,0.4222,0.8503,-812.3947,1074.2014,2.0,-0.9983,66,215,323,422,0.4242,0.8251,-1129.3493,1255.0451,2.0,-1.2143,48,162,212
USDJPY,[13],0.15,0.15,half,1.5,True,897,0.4236,0.8271,-1826.939,2146.7975,2.0,-1.1544,95,321,481,525,0.4286,0.8677,-635.7564,942.6675,2.0,-0.8741,58,183,284,372,0.4167,0.7932,-1191.1826,1316.3335,2.0,-1.4618,37,138,197
USDJPY,[13],0.15,0.15,half,1.5,False,1026,0.423,0.8366,-1941.7439,2203.7578,2.0,-1.0811,114,377,535,604,0.4222,0.8503,-812.3947,1074.2014,2.0,-0.9983,66,215,323,422,0.4242,0.8251,-1129.3493,1255.0451,2.0,-1.2143,48,162,212
USDJPY,"[8, 13]",0.0,0.05,rh_rl,0.8,True,480,0.3438,0.7079,-1678.6268,1712.9195,3.7959,-2.0743,59,272,149,268,0.3731,0.8059,-467.5176,522.7023,3.7056,-1.3267,41,140,87,212,0.3066,0.6372,-1211.1093,1220.5093,3.9101,-2.7779,18,132,62
USDJPY,"[8, 13]",0.0,0.05,rh_rl,0.8,False,524,0.3435,0.7071,-1811.4796,1805.3228,3.8505,-2.0739,67,295,162,294,0.3673,0.7479,-660.2529,703.4164,3.6996,-1.7875,44,153,97,230,0.313,0.6772,-1151.2267,1160.6267,4.0433,-2.4112,23,142,65
USDJPY,"[8, 13]",0.0,0.05,rh_rl,1.2,True,437,0.3364,0.7216,-1457.5623,1531.455,4.0701,-1.9475,43,250,144,244,0.3689,0.8499,-327.3098,464.2718,3.9701,-0.997,32,128,84,193,0.2953,0.6301,-1130.2526,1116.6861,4.1965,-2.8163,11,122,60
USDJPY,"[8, 13]",0.0,0.05,rh_rl,1.2,False,478,0.3326,0.7144,-1621.7332,1655.1764,4.1235,-2.0028,48,273,157,268,0.3582,0.7779,-531.9632,658.004,3.9605,-1.5435,33,141,94,210,0.3,0.6682,-1089.77,1076.2035,4.3315,-2.4702,15,132,63
USDJPY,"[8, 13]",0.0,0.05,rh_rl,1.5,True,396,0.3258,0.7174,-1333.5131,1407.4058,4.3523,-2.0124,32,231,133,224,0.3482,0.8065,-400.7124,481.908,4.2046,-1.3248,23,121,80,172,0.2965,0.6478,-932.8008,919.2343,4.5446,-2.6914,9,110,53
USDJPY,"[8, 13]",0.0,0.05,rh_rl,1.5,False,432,0.3218,0.7061,-1505.5287,1538.9718,4.4206,-2.1001,35,252,145,245,0.3388,0.7408,-584.2105,656.2669,4.2091,-1.8493,23,132,90,187,0.2995,0.6788,-921.3182,907.7517,4.6977,-2.4082,12,120,55
USDJPY,"[8, 13]",0.0,0.05,mid,0.8,True,341,0.3695,0.6301,-1470.9621,1576.4988,2.1638,-3.1015,77,193,71,190,0.3947,0.7156,-485.8377,591.7993,2.0907,-2.2752,49,100,41,151,0.3377,0.5658,-985.1244,971.5579,2.2557,-3.9285,28,93,30
USDJPY,"[8, 13]",0.0,0.05,mid,0.8,False,369,0.3631,0.6094,-1679.0267,1729.9661,2.2086,-3.3213,80,210,79,206,0.3883,0.6797,-591.0178,643.6631,2.0992,-2.6133,51,108,47,163,0.3313,0.5566,-1088.0089,1074.4424,2.3469,-4.0577,29,102,32
USDJPY,"[8, 13]",0.0,0.05,mid,1.2,True,280,0.3357,0.5758,-1480.6192,1589.8172,2.422,-3.7358,49,170,61,151,0.351,0.6416,-533.4706,616.5573,2.3724,-3.0613,31,87,33,129,0.3178,0.5268,-947.1486,959.6934,2.4801,-4.4077,18,83,28
USDJPY,"[8, 13]",0.0,0.05,mid,1.2,False,304,0.3257,0.5524,-1692.2255,1734.6762,2.4706,-4.0053,49,186,69,165,0.3394,0.5925,-662.2507,690.74,2.3717,-3.5839,31,95,39,139,0.3094,0.5221,-1029.9748,1030.3696,2.5881,-4.4885,18,91,30
USDJPY,"[8, 13]",0.0,0.05,mid,1.5,True,224,0.2991,0.5303,-1375.3319,1461.5208,2.6989,-4.2635,27,143,54,121,0.314,0.5826,-515.1832,589.8272,2.6313,-3.7096,18,73,30,103,0.2816,0.4922,-860.1487,858.1271,2.7784,-4.864,9,70,24
USDJPY,"[8, 13]",0.0,0.05,mid,1.5,False,248,0.2984,0.5257,-1517.8682,1549.4598,2.7308,-4.3061,29,159,60,133,0.3083,0.5411,-616.4562,636.5028,2.6206,-4.1749,18,80,35,115,0.287,0.5144,-901.412,899.3904,2.8583,-4.5809,11,79,25
USDJPY,"[8, 13]",0.0,0.05,half,0.8,True,518,0.361,0.7997,-1229.3122,1340.4763,2.0,-1.4025,105,285,128,288,0.3785,0.8291,-441.6747,621.5542,2.0,-1.2066,62,147,79,230,0.3391,0.7783,-787.6376,831.7375,2.0,-1.6267,43,138,49
USDJPY,"[8, 13]",0.0,0.05,half,0.8,False,562,0.3594,0.7984,-1325.7298,1382.2965,2.0,-1.4165,116,308,138,315,0.3714,0.7908,-587.9732,737.2855,2.0,-1.5077,66,161,88,247,0.3441,0.804,-737.7566,834.3927,2.0,-1.4295,50,147,50
USDJPY,"[8, 13]",0.0,0.05,half,1.2,True,518,0.361,0.7997,-1229.3122,1340.4763,2.0,-1.4025,105,285,128,288,0.3785,0.8291,-441.6747,621.5542,2.0,-1.2066,62,147,79,230,0.3391,0.7783,-787.6376,831.7375,2.0,-1.6267,43,138,49
USDJPY,"[8, 13]",0.0,0.05,half,1.2,False,562,0.3594,0.7984,-1325.7298,1382.2965,2.0,-1.4165,116,308,138,315,0.3714,0.7908,-587.9732,737.2855,2.0,-1.5077,66,161,88,247,0.3441,0.804,-737.7566,834.3927,2.0,-1.4295,50,147,50
USDJPY,"[8, 13]",0.0,0.05,half,1.5,True,518,0.361,0.7997,-1229.3122,1340.4763,2.0,-1.4025,105,285,128,288,0.3785,0.8291,-441.6747,621.5542,2.0,-1.2066,62,147,79,230,0.3391,0.7783,-787.6376,831.7375,2.0,-1.6267,43,138,49
USDJPY,"[8, 13]",0.0,0.05,half,1.5,False,562,0.3594,0.7984,-1325.7298,1382.2965,2.0,-1.4165,116,308,138,315,0.3714,0.7908,-587.9732,737.2855,2.0,-1.5077,66,161,88,247,0.3441,0.804,-737.7566,834.3927,2.0,-1.4295,50,147,50
USDJPY,"[8, 13]",0.0,0.1,rh_rl,0.8,True,461,0.3731,0.7186,-1718.5315,1746.8169,3.0731,-2.0078,59,226,176,257,0.3891,0.7689,-606.1286,665.704,3.0152,-1.646,39,121,97,204,0.3529,0.6807,-1112.403,1121.803,3.1462,-2.3911,20,105,79
USDJPY,"[8, 13]",0.0,0.1,rh_rl,0.8,False,505,0.3802,0.7436,-1678.9543,1659.389,3.1001,-1.7961,67,244,194,282,0.3936,0.7667,-655.6823,694.2637,3.009,-1.6492,41,130,111,223,0.3632,0.7262,-1023.2719,1032.6719,3.2153,-2.0024,26,114,83
USDJPY,"[8, 13]",0.0,0.1,rh_rl,1.2,True,399,0.3534,0.7072,-1580.9707,1648.8561,3.3968,-2.1279,37,204,158,225,0.36,0.7484,-609.9454,706.2563,3.305,-1.818,24,112,89,174,0.3448,0.6737,-971.0254,954.6923,3.5155,-2.4762,13,92,69
USDJPY,"[8, 13]",0.0,0.1,rh_rl,1.2,False,437,0.3593,0.732,-1557.2961,1577.3309,3.43,-1.911,42,220,175,246,0.3659,0.7512,-642.1018,745.5527,3.3079,-1.7764,25,119,102,191,0.3508,0.7166,-915.1943,898.8613,3.5873,-2.1043,17,101,73
